ticket_id,type,title,status,description,project,owner,adr,sprint,priority,dependencies,created_date,resolved_date
AP6-35,Story,Implement Redis backend service in atlaspay-portal,Done,Tasks to fulfill architectural decision ADR-0198. Focus on: Implement Redis as a distributed caching layer for atlaspay-portal endpoints.,PRJ-007,EMP-107,ADR-0198,Sprint-2023-W04,Medium,"[""AP6-34""]",2023-02-09,2023-02-19
AP6-36,Task,Configure deployment pipelines for Redis on atlaspay-portal,Done,Tasks to fulfill architectural decision ADR-0198. Focus on: Implement Redis as a distributed caching layer for atlaspay-portal endpoints.,PRJ-007,EMP-248,ADR-0198,Sprint-2023-W04,Medium,"[""AP6-34""]",2023-02-10,2023-02-20
VT14-41,Epic,Epic: Implement Redis cache layer for visionai-training,Done,Implementation of decision in ADR-0199. Expected benefits: Endpoint latency reduced by up to 80%; database read IOPS reduced by 60%.,PRJ-015,EMP-049,ADR-0199,Sprint-2023-W06,Medium,[],2023-02-12,2023-03-14
VT14-42,Story,Implement Redis backend service in visionai-training,Done,Tasks to fulfill architectural decision ADR-0199. Focus on: Implement Redis as a distributed caching layer for visionai-training endpoints.,PRJ-015,EMP-024,ADR-0199,Sprint-2023-W06,Medium,"[""VT14-41""]",2023-02-17,2023-03-02
PL20-40,Epic,Epic: Use Kubernetes to deploy platform-logging to AWS,Done,Implementation of decision in ADR-0200. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-021,EMP-082,ADR-0200,Sprint-2023-W06,Medium,[],2023-02-14,2023-03-16
PL20-41,Story,Implement Kubernetes backend service in platform-logging,Done,"Tasks to fulfill architectural decision ADR-0200. Focus on: Standardize all microservice deployments, starting with platform-logging, on Kubernetes hosted on AWS.",PRJ-021,EMP-235,ADR-0200,Sprint-2023-W06,Medium,"[""PL20-40""]",2023-02-16,2023-02-21
PL20-42,Task,Configure deployment pipelines for Kubernetes on platform-logging,Done,"Tasks to fulfill architectural decision ADR-0200. Focus on: Standardize all microservice deployments, starting with platform-logging, on Kubernetes hosted on AWS.",PRJ-021,EMP-099,ADR-0200,Sprint-2023-W06,Medium,"[""PL20-40""]",2023-02-15,2023-02-22
PL20-43,Task,Configure deployment pipelines for Kubernetes on platform-logging,Done,"Tasks to fulfill architectural decision ADR-0200. Focus on: Standardize all microservice deployments, starting with platform-logging, on Kubernetes hosted on AWS.",PRJ-021,EMP-157,ADR-0200,Sprint-2023-W06,Medium,"[""PL20-40""]",2023-02-18,2023-02-28
VI13-24,Epic,Epic: Use Kubernetes to deploy visionai-inference to AWS,Done,Implementation of decision in ADR-0201. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-014,EMP-139,ADR-0201,Sprint-2023-W06,Low,[],2023-02-24,2023-03-26
VI13-25,Story,Implement Kubernetes backend service in visionai-inference,Done,"Tasks to fulfill architectural decision ADR-0201. Focus on: Standardize all microservice deployments, starting with visionai-inference, on Kubernetes hosted on AWS.",PRJ-014,EMP-161,ADR-0201,Sprint-2023-W06,Low,"[""VI13-24""]",2023-02-28,2023-03-07
VI13-26,Task,Configure deployment pipelines for Kubernetes on visionai-inference,Done,"Tasks to fulfill architectural decision ADR-0201. Focus on: Standardize all microservice deployments, starting with visionai-inference, on Kubernetes hosted on AWS.",PRJ-014,EMP-174,ADR-0201,Sprint-2023-W06,Low,"[""VI13-24""]",2023-02-28,2023-03-03
VI13-27,Task,Configure deployment pipelines for Kubernetes on visionai-inference,Done,"Tasks to fulfill architectural decision ADR-0201. Focus on: Standardize all microservice deployments, starting with visionai-inference, on Kubernetes hosted on AWS.",PRJ-014,EMP-174,ADR-0201,Sprint-2023-W06,Low,"[""VI13-24""]",2023-02-27,2023-03-13
DCC-28,Spike,Spike: Evaluate options for Migrate devops-ci-cd frontend architecture to Angular,Done,"Research spiked for Migrate devops-ci-cd frontend architecture to Angular. Alternatives considered: 1. Refactor the existing legacy code and optimize bundle sizes.
2. Migrate to Vanilla JS and web components.
3. Rebuild the frontend using Angular.",PRJ-025,EMP-185,ADR-0202,Sprint-2023-W06,Medium,[],2023-02-11,2023-02-24
DCC-29,Epic,Epic: Migrate devops-ci-cd frontend architecture to Angular,Done,Implementation of decision in ADR-0202. Expected benefits: First Contentful Paint (FCP) improved from 4s to 1.2s; developer velocity increased.,PRJ-025,EMP-245,ADR-0202,Sprint-2023-W06,Medium,[],2023-02-24,2023-03-26
DCC-30,Story,Implement Angular backend service in devops-ci-cd,Done,Tasks to fulfill architectural decision ADR-0202. Focus on: Rebuild and migrate the UI for devops-ci-cd to Angular.,PRJ-025,EMP-074,ADR-0202,Sprint-2023-W06,Medium,"[""DCC-29""]",2023-03-01,2023-03-15
VP15-26,Spike,Spike: Evaluate options for Implement Memcached cache layer,Done,"Research spiked for Implement Memcached cache layer for visionai-pipeline. Alternatives considered: 1. Add read replicas to the primary database.
2. Use in-memory application caching.
3. Deploy a centralized Memcached caching cluster.",PRJ-016,EMP-016,ADR-0203,Sprint-2023-W08,Medium,[],2023-02-19,2023-02-26
VP15-27,Epic,Epic: Implement Memcached cache layer for visionai-pipeline,Done,Implementation of decision in ADR-0203. Expected benefits: Endpoint latency reduced by up to 80%; database read IOPS reduced by 60%.,PRJ-016,EMP-158,ADR-0203,Sprint-2023-W08,Medium,[],2023-02-26,2023-03-28
VP15-28,Story,Implement Memcached backend service in visionai-pipeline,Done,Tasks to fulfill architectural decision ADR-0203. Focus on: Implement Memcached as a distributed caching layer for visionai-pipeline endpoints.,PRJ-016,EMP-060,ADR-0203,Sprint-2023-W08,Medium,"[""VP15-27""]",2023-03-01,2023-03-11
SAP-24,Epic,Epic: Use AWS ECS to deploy security-auth-proxy to AWS,In Progress,Implementation of decision in ADR-0204. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-023,EMP-029,ADR-0204,Sprint-2023-W08,Low,[],2023-03-07,2023-04-06
SAP-25,Story,Implement AWS ECS backend service in security-auth-proxy,Open,"Tasks to fulfill architectural decision ADR-0204. Focus on: Standardize all microservice deployments, starting with security-auth-proxy, on AWS ECS hosted on AWS.",PRJ-023,EMP-226,ADR-0204,Sprint-2023-W08,Low,"[""SAP-24""]",2023-03-11,
NU1-29,Epic,Epic: Use AWS ECS to deploy novacommerce-ui to AWS,Done,Implementation of decision in ADR-0205. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-002,EMP-077,ADR-0205,Sprint-2023-W10,Low,[],2023-03-12,2023-04-11
NU1-30,Story,Implement AWS ECS backend service in novacommerce-ui,Done,"Tasks to fulfill architectural decision ADR-0205. Focus on: Standardize all microservice deployments, starting with novacommerce-ui, on AWS ECS hosted on AWS.",PRJ-002,EMP-015,ADR-0205,Sprint-2023-W10,Low,"[""NU1-29""]",2023-03-14,2023-03-23
NU1-31,Task,Configure deployment pipelines for AWS ECS on novacommerce-ui,Done,"Tasks to fulfill architectural decision ADR-0205. Focus on: Standardize all microservice deployments, starting with novacommerce-ui, on AWS ECS hosted on AWS.",PRJ-002,EMP-231,ADR-0205,Sprint-2023-W10,Low,"[""NU1-29""]",2023-03-13,2023-03-20
NU1-32,Task,Configure deployment pipelines for AWS ECS on novacommerce-ui,Done,"Tasks to fulfill architectural decision ADR-0205. Focus on: Standardize all microservice deployments, starting with novacommerce-ui, on AWS ECS hosted on AWS.",PRJ-002,EMP-231,ADR-0205,Sprint-2023-W10,Low,"[""NU1-29""]",2023-03-17,2023-03-27
SS23-30,Epic,Epic: Adopt MySQL for security-scanner database storage,Done,"Implementation of decision in ADR-0206. Expected benefits: Reduced query latency by 50%, elimination of connection pool exhaustion incidents, and support for 5x current transaction volume.",PRJ-024,EMP-064,ADR-0206,Sprint-2023-W10,Medium,[],2023-03-17,2023-04-16
SS23-31,Story,Implement MySQL backend service in security-scanner,Done,Tasks to fulfill architectural decision ADR-0206. Focus on: Migrate the primary storage of security-scanner to MySQL to leverage its native scaling and high availability features.,PRJ-024,EMP-152,ADR-0206,Sprint-2023-W10,Medium,"[""SS23-30""]",2023-03-20,2023-03-29
SS23-32,Task,Configure deployment pipelines for MySQL on security-scanner,Done,Tasks to fulfill architectural decision ADR-0206. Focus on: Migrate the primary storage of security-scanner to MySQL to leverage its native scaling and high availability features.,PRJ-024,EMP-187,ADR-0206,Sprint-2023-W10,Medium,"[""SS23-30""]",2023-03-20,2023-03-27
CD10-28,Spike,Spike: Evaluate options for Adopt Cassandra,Done,"Research spiked for Adopt Cassandra for cloudsync-daemon database storage. Alternatives considered: 1. Scale vertical resources on existing systems.
2. Implement a distributed cache layer (e.g. Redis) as a buffer.
3. Migrate to a multi-master distributed DB like Cassandra.",PRJ-011,EMP-021,ADR-0207,Sprint-2023-W10,Medium,[],2023-03-03,2023-03-17
CD10-29,Epic,Epic: Adopt Cassandra for cloudsync-daemon database storage,Done,"Implementation of decision in ADR-0207. Expected benefits: Reduced query latency by 50%, elimination of connection pool exhaustion incidents, and support for 5x current transaction volume.",PRJ-011,EMP-136,ADR-0207,Sprint-2023-W10,Medium,[],2023-03-17,2023-04-16
CD10-30,Story,Implement Cassandra backend service in cloudsync-daemon,Done,Tasks to fulfill architectural decision ADR-0207. Focus on: Migrate the primary storage of cloudsync-daemon to Cassandra to leverage its native scaling and high availability features.,PRJ-011,EMP-013,ADR-0207,Sprint-2023-W10,Medium,"[""CD10-29""]",2023-03-21,2023-03-31
CD10-31,Task,Configure deployment pipelines for Cassandra on cloudsync-daemon,Done,Tasks to fulfill architectural decision ADR-0207. Focus on: Migrate the primary storage of cloudsync-daemon to Cassandra to leverage its native scaling and high availability features.,PRJ-011,EMP-218,ADR-0207,Sprint-2023-W10,Medium,"[""CD10-29""]",2023-03-20,2023-03-27
CD10-32,Task,Configure deployment pipelines for Cassandra on cloudsync-daemon,Done,Tasks to fulfill architectural decision ADR-0207. Focus on: Migrate the primary storage of cloudsync-daemon to Cassandra to leverage its native scaling and high availability features.,PRJ-011,EMP-013,ADR-0207,Sprint-2023-W10,Medium,"[""CD10-29""]",2023-03-18,2023-03-28
AP6-37,Epic,Epic: Use Nomad to deploy atlaspay-portal to AWS,Done,Implementation of decision in ADR-0208. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-007,EMP-054,ADR-0208,Sprint-2023-W12,High,[],2023-03-26,2023-04-25
AP6-38,Story,Implement Nomad backend service in atlaspay-portal,Done,"Tasks to fulfill architectural decision ADR-0208. Focus on: Standardize all microservice deployments, starting with atlaspay-portal, on Nomad hosted on AWS.",PRJ-007,EMP-212,ADR-0208,Sprint-2023-W12,High,"[""AP6-37""]",2023-03-28,2023-04-08
AP6-39,Task,Configure deployment pipelines for Nomad on atlaspay-portal,Done,"Tasks to fulfill architectural decision ADR-0208. Focus on: Standardize all microservice deployments, starting with atlaspay-portal, on Nomad hosted on AWS.",PRJ-007,EMP-073,ADR-0208,Sprint-2023-W12,High,"[""AP6-37""]",2023-03-31,2023-04-11
PL20-44,Spike,Spike: Evaluate options for Adopt Cassandra,Done,"Research spiked for Adopt Cassandra for platform-logging database storage. Alternatives considered: 1. Scale vertical resources on existing systems.
2. Implement a distributed cache layer (e.g. Redis) as a buffer.
3. Migrate to a multi-master distributed DB like Cassandra.",PRJ-021,EMP-103,ADR-0209,Sprint-2023-W12,Medium,[],2023-03-19,2023-03-28
PL20-45,Epic,Epic: Adopt Cassandra for platform-logging database storage,Done,"Implementation of decision in ADR-0209. Expected benefits: Reduced query latency by 50%, elimination of connection pool exhaustion incidents, and support for 5x current transaction volume.",PRJ-021,EMP-249,ADR-0209,Sprint-2023-W12,Medium,[],2023-03-28,2023-04-27
PL20-46,Story,Implement Cassandra backend service in platform-logging,Done,Tasks to fulfill architectural decision ADR-0209. Focus on: Migrate the primary storage of platform-logging to Cassandra to leverage its native scaling and high availability features.,PRJ-021,EMP-099,ADR-0209,Sprint-2023-W12,Medium,"[""PL20-45""]",2023-03-31,2023-04-03
PL20-47,Task,Configure deployment pipelines for Cassandra on platform-logging,Done,Tasks to fulfill architectural decision ADR-0209. Focus on: Migrate the primary storage of platform-logging to Cassandra to leverage its native scaling and high availability features.,PRJ-021,EMP-214,ADR-0209,Sprint-2023-W12,Medium,"[""PL20-45""]",2023-03-29,2023-04-04
IU8-13,Spike,Spike: Evaluate options for Migrate insightcrm-ui frontend architecture to React / Next.js,Done,"Research spiked for Migrate insightcrm-ui frontend architecture to React / Next.js. Alternatives considered: 1. Refactor the existing legacy code and optimize bundle sizes.
2. Migrate to Vanilla JS and web components.
3. Rebuild the frontend using React / Next.js.",PRJ-009,EMP-220,ADR-0210,Sprint-2023-W12,Medium,[],2023-03-18,2023-04-01
IU8-14,Epic,Epic: Migrate insightcrm-ui frontend architecture to React / Next.js,Done,Implementation of decision in ADR-0210. Expected benefits: First Contentful Paint (FCP) improved from 4s to 1.2s; developer velocity increased.,PRJ-009,EMP-049,ADR-0210,Sprint-2023-W12,Medium,[],2023-04-01,2023-05-01
IU8-15,Story,Implement React / Next.js backend service in insightcrm-ui,Done,Tasks to fulfill architectural decision ADR-0210. Focus on: Rebuild and migrate the UI for insightcrm-ui to React / Next.js.,PRJ-009,EMP-197,ADR-0210,Sprint-2023-W12,Medium,"[""IU8-14""]",2023-04-04,2023-04-07
IU8-16,Spike,Spike: Evaluate options for Adopt MongoDB,Done,"Research spiked for Adopt MongoDB for insightcrm-ui database storage. Alternatives considered: 1. Scale vertical resources on existing systems.
2. Implement a distributed cache layer (e.g. Redis) as a buffer.
3. Migrate to a multi-master distributed DB like MongoDB.",PRJ-009,EMP-073,ADR-0211,Sprint-2023-W12,Medium,[],2023-03-19,2023-04-03
IU8-17,Epic,Epic: Adopt MongoDB for insightcrm-ui database storage,Done,"Implementation of decision in ADR-0211. Expected benefits: Reduced query latency by 50%, elimination of connection pool exhaustion incidents, and support for 5x current transaction volume.",PRJ-009,EMP-008,ADR-0211,Sprint-2023-W12,Medium,[],2023-04-03,2023-05-03
IU8-18,Story,Implement MongoDB backend service in insightcrm-ui,Done,Tasks to fulfill architectural decision ADR-0211. Focus on: Migrate the primary storage of insightcrm-ui to MongoDB to leverage its native scaling and high availability features.,PRJ-009,EMP-163,ADR-0211,Sprint-2023-W12,Medium,"[""IU8-17""]",2023-04-05,2023-04-13
CD10-33,Epic,Epic: Adopt DynamoDB for cloudsync-daemon database storage,Done,"Implementation of decision in ADR-0212. Expected benefits: Reduced query latency by 50%, elimination of connection pool exhaustion incidents, and support for 5x current transaction volume.",PRJ-011,EMP-054,ADR-0212,Sprint-2023-W14,Critical,[],2023-04-15,2023-05-15
CD10-34,Story,Implement DynamoDB backend service in cloudsync-daemon,Done,Tasks to fulfill architectural decision ADR-0212. Focus on: Migrate the primary storage of cloudsync-daemon to DynamoDB to leverage its native scaling and high availability features.,PRJ-011,EMP-144,ADR-0212,Sprint-2023-W14,Critical,"[""CD10-33""]",2023-04-17,2023-05-01
PL20-48,Epic,Epic: Use Nomad to deploy platform-logging to AWS,Done,Implementation of decision in ADR-0213. Expected benefits: Deployment time down from 40m to under 5m; auto-scaling responds to traffic load in under 2m.,PRJ-021,EMP-071,ADR-0213,Sprint-2023-W16,Low,[],2023-04-26,2023-05-26
PL20-49,Story,Implement Nomad backend service in platform-logging,Done,"Tasks to fulfill architectural decision ADR-0213. Focus on: Standardize all microservice deployments, starting with platform-logging, on Nomad hosted on AWS.",PRJ-021,EMP-099,ADR-0213,Sprint-2023-W16,Low,"[""PL20-48""]",2023-04-29,2023-05-05
PL20-50,Task,Configure deployment pipelines for Nomad on platform-logging,Done,"Tasks to fulfill architectural decision ADR-0213. Focus on: Standardize all microservice deployments, starting with platform-logging, on Nomad hosted on AWS.",PRJ-021,EMP-026,ADR-0213,Sprint-2023-W16,Low,"[""PL20-48""]",2023-04-30,2023-05-08
