incident_id,cause,root_cause,severity,timeline,resolution,linked_deployment,linked_pr,linked_adr,lessons_learned
INC-0138,Cache stampede in insightcrm-analytics for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-05 03:25:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-05 03:38:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-06-05 04:19:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-05 05:30:00""}]",Applied mitigation at 04:19:00 by rolling back production deployment DEP-0291 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0291,PR-0128,ADR-0030,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0139,Database connection pool exhaustion on novacommerce-cart,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-08 08:05:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-08 08:13:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-06-08 08:50:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-08 09:25:00""}]",Applied mitigation at 08:50:00 by rolling back production deployment DEP-0293 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0293,PR-0131,ADR-0031,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0140,Message lag spike on Kafka partition for fusionerp-payroll,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-08 11:23:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-08 11:27:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-06-08 12:46:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-08 14:17:00""}]",Applied mitigation at 12:46:00 by rolling back production deployment DEP-0297 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0297,PR-0151,ADR-0037,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0141,Database connection pool exhaustion on cloudsync-storage,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on Cassandra, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-08 19:39:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-08 19:45:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-06-08 20:10:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-08 23:45:00""}]",Applied mitigation at 20:10:00 by rolling back production deployment DEP-0295 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0295,PR-0147,ADR-0035,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0142,Cache stampede in cloudsync-daemon for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-09 11:59:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-09 12:11:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-06-09 12:48:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-09 15:50:00""}]",Applied mitigation at 12:48:00 by rolling back production deployment DEP-0299 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0299,PR-0133,ADR-0032,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0143,Cache stampede in fusionerp-core for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-10 05:40:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-10 05:50:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-06-10 06:05:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-10 07:20:00""}]",Applied mitigation at 06:05:00 by rolling back production deployment DEP-0302 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0302,PR-0155,,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0144,Out of memory (OOM) crash in novacommerce-cart pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (512Mi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-11 22:05:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-11 22:17:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-06-11 22:51:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-12 02:37:00""}]",Applied mitigation at 22:51:00 by rolling back production deployment DEP-0304 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0304,PR-0134,ADR-0033,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0145,Database connection pool exhaustion on fusionerp-core,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on Oracle, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-15 13:33:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-15 13:40:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-06-15 14:08:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-15 17:18:00""}]",Applied mitigation at 14:08:00 by rolling back production deployment DEP-0306 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0306,PR-0158,,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0146,Cache stampede in atlaspay-portal for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-18 16:10:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-18 16:17:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-06-18 17:39:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-18 18:30:00""}]",Applied mitigation at 17:39:00 by rolling back production deployment DEP-0308 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0308,PR-0142,ADR-0034,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0147,Routing loop in Istio service mesh for visionai-inference,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-19 14:39:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-19 14:50:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-06-19 15:28:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-19 17:26:00""}]",Applied mitigation at 15:28:00 by rolling back production deployment DEP-0310 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0310,PR-0153,,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0148,Unoptimized query on insightcrm-api database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-20 13:07:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-20 13:12:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-06-20 14:20:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-20 17:05:00""}]",Applied mitigation at 14:20:00 by rolling back production deployment DEP-0312 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0312,PR-0156,ADR-0038,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0149,Cache stampede in platform-logging for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-21 01:21:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-21 01:28:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-06-21 02:11:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-21 03:19:00""}]",Applied mitigation at 02:11:00 by rolling back production deployment DEP-0316 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0316,PR-0154,ADR-0039,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0150,Cache stampede in cloudsync-storage for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-21 07:40:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-21 07:42:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-06-21 08:05:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-21 11:17:00""}]",Applied mitigation at 08:05:00 by rolling back production deployment DEP-0314 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0314,PR-0145,ADR-0035,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0151,Unoptimized query on atlaspay-ledger database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-06-22 12:46:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-06-22 12:50:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-06-22 13:36:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-06-22 14:10:00""}]",Applied mitigation at 13:36:00 by rolling back production deployment DEP-0318 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0318,PR-0146,ADR-0036,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
