feedback_id,sprint,project_id,adr_id,employee_id,difficulty_rating,opinion,suggestion
FDB-00656,Sprint-2022-W22,PRJ-018,ADR-0343,EMP-218,1,Regarding ADR-0343 (Migrate fusionerp-payroll frontend architecture to Svelte): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0343.
FDB-00657,Sprint-2024-W33,PRJ-007,,EMP-164,3,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Set up an internal knowledge base detailing API interface contracts.
FDB-00658,Sprint-2024-W37,PRJ-008,,EMP-056,1,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Enforce standard code linter rules globally.
FDB-00659,Sprint-2024-W47,PRJ-009,ADR-0226,EMP-058,5,Regarding ADR-0226 (Use Kubernetes to deploy insightcrm-ui to AWS): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0226.
FDB-00660,Sprint-2024-W43,PRJ-021,,EMP-197,3,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Enforce standard code linter rules globally.
FDB-00661,Sprint-2022-W16,PRJ-018,,EMP-093,5,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Refactor the billing module of fusionerp-payroll; it has too much technical debt.
FDB-00662,Sprint-2021-W02,PRJ-022,,EMP-215,5,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Improve CI build times for platform-monitoring repository. Currently taking > 15 minutes.
FDB-00663,Sprint-2021-W14,PRJ-005,ADR-0284,EMP-129,4,Regarding ADR-0284 (Adopt MySQL for atlaspay-gateway database storage): The team found the design in ADR-0284 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0284.
FDB-00664,Sprint-2024-W05,PRJ-003,,EMP-202,2,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Refactor the billing module of novacommerce-cart; it has too much technical debt.
FDB-00665,Sprint-2024-W09,PRJ-017,,EMP-144,3,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Set up an internal knowledge base detailing API interface contracts.
FDB-00666,Sprint-2022-W30,PRJ-001,,EMP-122,2,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Enforce standard code linter rules globally.
FDB-00667,Sprint-2021-W22,PRJ-008,,EMP-050,2,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Enforce standard code linter rules globally.
FDB-00668,Sprint-2024-W23,PRJ-006,ADR-0285,EMP-198,4,"Regarding ADR-0285 (Implement Redis cache layer for atlaspay-ledger): Implementing this decision on atlaspay-ledger was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0285.
FDB-00669,Sprint-2024-W39,PRJ-023,,EMP-002,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Improve CI build times for security-auth-proxy repository. Currently taking > 15 minutes.
FDB-00670,Sprint-2025-W17,PRJ-005,,EMP-202,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Set up an internal knowledge base detailing API interface contracts.
FDB-00671,Sprint-2021-W28,PRJ-002,,EMP-147,4,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Improve CI build times for novacommerce-ui repository. Currently taking > 15 minutes.
FDB-00672,Sprint-2025-W33,PRJ-004,,EMP-135,1,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Improve CI build times for novacommerce-checkout repository. Currently taking > 15 minutes.
FDB-00673,Sprint-2025-W49,PRJ-006,ADR-0093,EMP-083,2,Regarding ADR-0093 (Use Kubernetes to deploy atlaspay-ledger to AWS): The team found the design in ADR-0093 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0093.
FDB-00674,Sprint-2021-W12,PRJ-023,,EMP-083,4,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Enforce standard code linter rules globally.
FDB-00675,Sprint-2024-W45,PRJ-013,ADR-0090,EMP-152,3,Regarding ADR-0090 (Implement Memcached cache layer for cloudsync-desktop): The team found the design in ADR-0090 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0090.
FDB-00676,Sprint-2025-W17,PRJ-003,,EMP-034,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Enforce standard code linter rules globally.
FDB-00677,Sprint-2023-W22,PRJ-019,,EMP-090,4,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Enforce standard code linter rules globally.
FDB-00678,Sprint-2024-W47,PRJ-005,ADR-0373,EMP-206,4,Regarding ADR-0373 (Adopt MySQL for atlaspay-gateway database storage): We hit some performance hiccups under load on atlaspay-gateway after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0373.
FDB-00679,Sprint-2021-W02,PRJ-024,,EMP-192,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Improve CI build times for security-scanner repository. Currently taking > 15 minutes.
FDB-00680,Sprint-2023-W32,PRJ-019,,EMP-161,1,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Provide sandbox credentials for local database testing.
FDB-00681,Sprint-2025-W29,PRJ-024,,EMP-209,3,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Set up an internal knowledge base detailing API interface contracts.
FDB-00682,Sprint-2023-W48,PRJ-025,,EMP-023,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Set up an internal knowledge base detailing API interface contracts.
FDB-00683,Sprint-2024-W27,PRJ-024,,EMP-231,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00684,Sprint-2022-W36,PRJ-018,ADR-0307,EMP-019,2,Regarding ADR-0307 (Adopt MySQL for fusionerp-payroll database storage): We hit some performance hiccups under load on fusionerp-payroll after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0307.
FDB-00685,Sprint-2023-W38,PRJ-021,,EMP-215,1,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Provide sandbox credentials for local database testing.
FDB-00686,Sprint-2021-W24,PRJ-002,,EMP-061,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Refactor the billing module of novacommerce-ui; it has too much technical debt.
FDB-00687,Sprint-2023-W22,PRJ-015,,EMP-041,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00688,Sprint-2023-W16,PRJ-023,,EMP-095,3,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-00689,Sprint-2023-W02,PRJ-007,,EMP-061,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Set up an internal knowledge base detailing API interface contracts.
FDB-00690,Sprint-2021-W44,PRJ-006,,EMP-004,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Improve CI build times for atlaspay-ledger repository. Currently taking > 15 minutes.
FDB-00691,Sprint-2022-W04,PRJ-010,,EMP-012,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Provide sandbox credentials for local database testing.
FDB-00692,Sprint-2022-W48,PRJ-010,ADR-0368,EMP-206,2,"Regarding ADR-0368 (Introduce RabbitMQ for decoupled communications in insightcrm-analytics): Implementing this decision on insightcrm-analytics was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0368.
FDB-00693,Sprint-2022-W28,PRJ-005,,EMP-175,1,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Refactor the billing module of atlaspay-gateway; it has too much technical debt.
FDB-00694,Sprint-2025-W21,PRJ-016,,EMP-138,2,"Terraform configurations are clean, but applying them in dev environment is slow.",Enforce standard code linter rules globally.
FDB-00695,Sprint-2023-W28,PRJ-006,ADR-0364,EMP-202,3,"Regarding ADR-0364 (Use Nomad to deploy atlaspay-ledger to AWS): Implementing this decision on atlaspay-ledger was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0364.
FDB-00696,Sprint-2024-W11,PRJ-014,ADR-0087,EMP-187,3,Regarding ADR-0087 (Implement Memcached cache layer for visionai-inference): We hit some performance hiccups under load on visionai-inference after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0087.
FDB-00697,Sprint-2023-W48,PRJ-012,,EMP-022,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Provide sandbox credentials for local database testing.
FDB-00698,Sprint-2024-W51,PRJ-022,ADR-0488,EMP-019,2,"Regarding ADR-0488 (Use Kubernetes to deploy platform-monitoring to AWS): Implementing this decision on platform-monitoring was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0488.
FDB-00699,Sprint-2024-W39,PRJ-001,,EMP-166,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Enforce standard code linter rules globally.
FDB-00700,Sprint-2023-W36,PRJ-016,,EMP-171,2,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Provide sandbox credentials for local database testing.
FDB-00701,Sprint-2025-W47,PRJ-015,,EMP-007,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Improve CI build times for visionai-training repository. Currently taking > 15 minutes.
FDB-00702,Sprint-2025-W05,PRJ-013,,EMP-218,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Refactor the billing module of cloudsync-desktop; it has too much technical debt.
FDB-00703,Sprint-2022-W20,PRJ-023,,EMP-068,2,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Improve CI build times for security-auth-proxy repository. Currently taking > 15 minutes.
FDB-00704,Sprint-2021-W46,PRJ-013,,EMP-053,2,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Provide sandbox credentials for local database testing.
FDB-00705,Sprint-2021-W12,PRJ-004,,EMP-090,4,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Provide sandbox credentials for local database testing.
FDB-00706,Sprint-2025-W13,PRJ-020,,EMP-247,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Improve CI build times for platform-k8s-mesh repository. Currently taking > 15 minutes.
FDB-00707,Sprint-2021-W32,PRJ-005,,EMP-248,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Enforce standard code linter rules globally.
FDB-00708,Sprint-2023-W38,PRJ-001,,EMP-065,4,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Provide sandbox credentials for local database testing.
FDB-00709,Sprint-2022-W50,PRJ-021,,EMP-211,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Enforce standard code linter rules globally.
FDB-00710,Sprint-2024-W13,PRJ-014,ADR-0201,EMP-094,4,Regarding ADR-0201 (Use Kubernetes to deploy visionai-inference to AWS): We hit some performance hiccups under load on visionai-inference after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0201.
